ID,Titre,Acronyme,source,Classement,dblp,hasData,domaine,commentaires,notes
2174," Asian Conference on Machine Learning",ACML,CORE2020,Unranked,No,4611,,
2172, International Conference on Advanced Communications and Computation,INFOCOMP,CORE2020,Unranked,Yes,46,,
2189," International Conference on Ambient Systems, Networks and Technologies",ANT,CORE2020,Unranked,Yes,4606,,
9,"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2020,C,No,4612,,
11,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2020,A*,No,4606,,
12,ACM Conference on Computer and Communications Security,CCS,CORE2020,A*,Yes,4604,,
13,ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2020,A,No,4608,,
14,ACM Conference on Economics and Computation,EC,CORE2020,A*,Yes,4602,4613,
15,ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2020,A*,Yes,4606,,
16,ACM Conference on Embedded Software,EMSOFT,CORE2020,A,No,4606,,
18,ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2020,A*,Yes,4612,,
21,ACM Information Technology Education,SIGITE,CORE2020,National: USA,No,4608,,
23,"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2020,B,No,4607,,
22,ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2020,National: USA,Yes,4601,,
24,ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2020,A,No,4606,,
25,ACM International Conference on Information and Knowledge Management,CIKM,CORE2020,A,Yes,4605,4602,
1488,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),ISS,CORE2020,A,Yes,4608,,
26,ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2020,A*,No,4605,,
27,ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2020,A*,No,4606,,
28,ACM International Conference on Recommender Systems,RecSys,CORE2020,B,Yes,4605,,
29,ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2020,A*,Yes,4605,,
30,ACM International Conference on Supercomputing,ICS,CORE2020,A,Yes,4606,,
31,ACM International Conference on Web Search and Data Mining,WSDM,CORE2020,A*,Yes,4605,,
1825,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),UbiComp,CORE2020,A*,No,4608,,
32,ACM International Symposium on Computer Architecture,ISCA,CORE2020,A*,No,4612,,
33,ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2020,A,No,4606,,
34,ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2020,B,Yes,4606,,
37,ACM Multimedia,ACMMM,CORE2020,A*,No,4603,,
38,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2020,A*,No,4607,,
42,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2020,B,No,4607,,
45,"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2020,B,No,4606,,
46,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2020,A*,No,4605,,
48,ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2020,A*,No,4606,,
49,"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2020,A,No,4606,,
50,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2020,B,No,4612,,
78,ACM SIGSIM Conference on Principles of Advanced Discrete Simulation (was Parallel and Distributed Simulation),PADS,CORE2020,B,No,4606,,
54,ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2020,National: USA,No,0899,,
55,ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2020,A,No,4608,,
56,ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2020,A*,No,4605,,
1775,"ACM Symposium on Access Control Models and Technologies (previously ACM Workshop on Role-Based Access Control, RBAC, changed in 2000)",SACMAT,CORE2020,C,No,4604,,
59,ACM Symposium on Applied Computing,SAC,CORE2020,B,No,4601,,
2003,ACM Symposium on Document Engineering,DocEng,CORE2020,B,Yes,4605,,
58,ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,CORE2020,A,No,4606,,
63,ACM Symposium on Principles of Distributed Computing,PODC,CORE2020,A*,No,4606,,
2137,ACM Symposium on Software Reusability ,SSR,CORE2020,A,No,4612,,
64,ACM Symposium on Solid and Physical Modelling,SPM,CORE2020,B,No,4607,,
65,ACM Symposium on Theory of Computing,STOC,CORE2020,A*,No,4613,,
66,ACM Symposium on User Interface Software and Technology,UIST,CORE2020,A,No,4608,,
67,ACM Virtual Reality Software and Technology,VRST,CORE2020,A,Yes,4607,,
69,ACM Workshop on Hot Topics in Networks,HOTNETS,CORE2020,National: USA,No,4606,,
82,ACM-SIGACT Symposium on Principles of Programming Languages,POPL,CORE2020,A*,No,4612,,
84,ACM-SIGPLAN Conference on Programming Language Design and Implementation,PLDI,CORE2020,A*,No,4612,,
85,ACM-SIGRAPH Interactive 3D Graphics and Games,I3DG,CORE2020,B,Yes,4607,,
75,ACM/IEEE International Conference on Distributed Smart Cameras,ICDSC,CORE2020,B,No,4606,,
76,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,CORE2020,A,No,4606,,
79,ACM/IFIP/USENIX International Middleware Conference,Middleware,CORE2020,A,No,4606,,
80,ACM/SIAM Symposium on Discrete Algorithms,SODA,CORE2020,A*,No,4613,,
86,ACS/IEEE International Conference on Computer Systems and Applications,AICCSA,CORE2020,C,No,46,,
89,Advanced Concepts for Intelligent Vision Systems,ACIVS,CORE2020,B,Yes,4603,,
93,Advanced Visual Interfaces,AVI,CORE2020,B,No,4608,,
94,Advances in Cryptology,CRYPTO,CORE2020,A*,No,4604,,
97,Advances in Modal Logic,AiML,CORE2020,A,No,4613,,
98,Advances in Neural Information Processing Systems,NIPS,CORE2020,A*,No,4611,,
106,Algorithmic Learning Theory,ALT,CORE2020,B,Yes,4611,,
108,Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),WADS,CORE2020,B,Yes,4613,,
1968,American Medical Informatics Annual Fall Symposium,AMIA,CORE2020,National: USA,No,4601,,
117,Annual Computer Security Applications Conference,ACSAC,CORE2020,National: usa,No,4601,,
120,Annual Conference of the Cognitive Science Society,CogSci,CORE2020,A,No,4602,,
1995,Annual Conference on Computer Science Logic,CSL,CORE2020,B,No,4613,,
126,Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,CORE2020,A,No,4601,,
127,"Annual Conference on Privacy, Security and Trust",PST,CORE2020,C,No,4604,,
132,Annual International Workshop on Presence,ISPR,CORE2020,B,No,4607,,
135,Annual PPIG Workshop,PPIG,CORE2020,B,No,4608,4612,
142,Application of Concurrency to System Design,ACSD,CORE2020,B,No,4606,,
143,Applications of Information Visualization,IV-App,CORE2020,C,No,4608,,
144,Applications of Natural Language to Data Bases,NLDB,CORE2020,C,No,4602,4605,
145,Applied Computing Conference,ACC,CORE2020,C,No,4601,,
147,Architectural Support for Programming Languages and Operating Systems,ASPLOS,CORE2020,A*,No,4612,4606,
2186,Artificial Intelligence Applications and Innovations,AIAI,CORE2020,Regional,Yes,4601,4602,
151,Artificial Intelligence in Medicine in Europe,AIME,CORE2020,B,Yes,4601,,
917,"ArtsIT, Interactivity & Game Creation (was International Conference on Arts and Technology)",ArtsIT,CORE2020,C,No,4607,,
162,Asia and South Pacific Design Automation Conference,ASPDAC,CORE2020,C,No,4606,,
61,"Asia Conference on Information, Computer and Communications Security",AsiaCCS,CORE2020,B,No,4604,,
156,Asia Information Retrieval Symposium,AIRS,CORE2020,C,Yes,4605,,
159,Asia Pacific Conference on Communications,APCC,CORE2020,B,No,4606,,
240,Asia Pacific Symposium on Intelligent and Evolutionary Systems (was Australia-Japan Joint Workshop on  Intelligent and Evolutionary Systems),IES,CORE2020,C,Yes,4602,,
175,Asia-Pacific Bioinformatics Conference,APBC,CORE2020,B,No,4601,,
178,Asia-Pacific Conference on Conceptual Modelling,APCCM,CORE2020,Australasian B,No,4605,,
181,Asia-Pacific Conference on Simulated Evolution and Learning,SEAL,CORE2020,B,No,4611,,
184,Asia-Pacific Network Operations and Management Symposium,APNOMS,CORE2020,C,No,4606,,
185,Asia-Pacific Services Computing Conference,APSCC,CORE2020,C,Yes,4606,,
186,Asia-Pacific Software Engineering Conference,APSEC,CORE2020,B,Yes,4612,,
167,Asian Conference on Computer Vision,ACCV,CORE2020,B,No,4603,,
2188,Asian Conference on Intelligent Information and Database Systems,ACIIDS,CORE2020,Unranked,Yes,4605,4602,
171,ASIAN Symposium on Programming Languages and Systems,APLAS,CORE2020,B,Yes,4612,,
189,"Asilomar Conference on Signals, Systems and Computing",ACSSC,CORE2020,National: USA,No,4606,,
193,Association for Computer-Aided Architectural Design Research in Asia (CAADRIA) annual conference,CAADRIA,CORE2020,B,No,4601,,
196,Association of Computational Linguistics,ACL,CORE2020,A*,No,4602,,
211,Australasian Computing Education Conference (ACE),ACE,CORE2020,Australasian B,Yes,4608,,
210,Australasian Conference on Combinatorial Mathematics and Combinatorial Computing,ACCMCC,CORE2020,Australasian C,Yes,4613,,
212,Australasian Conference on Information Security and Privacy,ACISP,CORE2020,Australasian B,Yes,4604,,
216,Australasian Conference on Robotics and Automation,ACRA,CORE2020,Australasian C,Yes,4602,4603,
219,Australasian Database Conference,ADC,CORE2020,Australasian B,Yes,4605,,
1954,Australasian Document Computing Symposium,ADCS,CORE2020,Australasian B,Yes,4605,,
222,Australasian Information Security Conference,AISC,CORE2020,Australasian B,Yes,4604,,
224,Australasian Joint Conference on Artificial Intelligence,AI,CORE2020,Australasian C,Yes,4602,4611,4603
1966,Australasian Language Techology Workshop,ALTA,CORE2020,Australasian B,Yes,4602,,
229,Australasian Speech Science and Technology,SST,CORE2020,Australasian C,Yes,4602,,
231,Australasian Symposium on Parallel and Distributed Computing (was AusGrid),AusPDC,CORE2020,Australasian C,Yes,4606,,
247,Australian Computer Human Interaction Conference,OZCHI,CORE2020,Australasian B,Yes,4608,,
249,Australian Conference on Artificial Life and Computational Intelligence,ACALCI,CORE2020,Australasian B,Yes,4602,,
253,Australian Data Mining Conference,AusDM,CORE2020,Australasian B,Yes,4605,,
261,Australian Institute of Computer Ethics Conference,AICE,CORE2020,Australasian C,Yes,4608,,
266,Australian Software Engineering Conference,ASWEC,CORE2020,Australasian B,Yes,4612,,
279,Automated Software Engineering Conference,ASE,CORE2020,A,Yes,4612,,
281,Automation of Software Test,AST,CORE2020,C,No,4612,,
288,Body Sensor Networks,BSN,CORE2020,C,No,4601,,
294,British Computer Society Conference on Human-Computer Interaction,HCI,CORE2020,National,Yes,4608,,
319,Cologne-Twente Workshop on Graphs and Combinatorial Optimization,CTW,CORE2020,C,No,4613,,
321,Combinatorial Pattern Matching,CPM,CORE2020,B,No,4603,,
326,Computability in Europe: Logic and Theory of Algorithms,CiE,CORE2020,C,No,4613,,
327,Computational Intelligence in Security for Information Systems,CISIS,CORE2020,National: Spain,No,4604,,
331,Computer Aided Verification,CAV,CORE2020,A*,Yes,4612,,
333,"Computer Animation, Information Visualisation, and Digital Effects",CAivDE,CORE2020,C,No,4607,,
335,Computer Graphics International,CGI,CORE2020,B,No,4607,,
337,Computer Supported Collaborative Learning,CSCL,CORE2020,A,Yes,4608,,
345,Conference for the International Simulation and Gaming Association,ISAGA,CORE2020,C,No,4607,,
346,Conference in Uncertainty in Artificial Intelligence,UAI,CORE2020,A*,Yes,4602,,
348,Conference of the Association for Machine Translation in the Americas,AMTA,CORE2020,B,No,4602,,
349,Conference of the Association of Asian-Pacific Operational Research Societies,APORS,CORE2020,C,No,4602,,
352,Conference of the European Association for Machine Translation,EAMT,CORE2020,B,No,4602,,
354,Conference of the Pacific Association for Computational Linguistics,PACLING,CORE2020,B,No,4602,,
355,Conference on Agile Software Development,XP,CORE2020,B,No,4612,,
356,Conference on Algorithmic Aspects in Information and Management,AAIM,CORE2020,C,No,4613,,
361,Conference on Combinatorial Optimization and Applications,COCOA,CORE2020,B,No,4602,,
371,Conference on Computational Natural Language Learning,CoNLL,CORE2020,A,No,4611,,
1839,Conference on File and Storage Technologies,FAST,CORE2020,A,No,4605,,
365,Conference on Fun with Algorithms,FUN,CORE2020,National: Italy,No,4613,4605,
732,Conference on Games (was Computational Intelligence and Games CIG),COG,CORE2020,C,No,4607,,
368,Conference on Information Sciences and Systems,CISS,CORE2020,National: USA,No,4606,,
2201,"Conference on Innovation in Clouds, Internet and Networks",ICIN,CORE2020,National: France,Yes,4606,,
369,Conference on Innovative Data Systems Research,CIDR,CORE2020,A,No,4605,,
370,Conference on Integer Programming and Combinatorial Optimization,IPCO,CORE2020,A,Yes,4613,,
1245,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,CORE2020,A,No,4613,,
124,Conference on Learning Theory,COLT,CORE2020,A*,No,4611,4602,
378,Conference on Security and Cryptography for Networks,SCN,CORE2020,National: Italy,No,4604,,
380,"Conference on Software Engineering Education and Training (previously Conference is Software Engineering Education, CSEE, changed in 1997)",CSEET,CORE2020,C,No,4608,,
381,Conference on Software in Telecommunications and Computer Networks,SOFTCOM,CORE2020,National: Croatia,No,4606,,
384,Conference on Theory and Applications of Models of Computation,TAMC,CORE2020,B,No,4613,,
385,Conference on Visualization and Data Analysis,VDA,CORE2020,National: USA,No,4608,,
398,"Cooperative Design, Visualization, and Engineering",CDVE,CORE2020,C,No,4608,,
407,Current Trends in Theory and Practice of Computer Science,SOFSEM,CORE2020,B,No,46,,
408,Data Compression Conference,DCC,CORE2020,A*,No,4605,,
410,Data Warehousing and Knowledge Discovery,DaWaK,CORE2020,B,No,4605,,
412,Database Programming Languages,DBPL,CORE2020,B,No,4605,,
421,"Design, Automation and Test in Europe Conference",DATE,CORE2020,B,No,4612,,
422,Designing Interactive Systems,DIS,CORE2020,B,No,4608,,
2177,Developments in eSystems Engineering,DeSE,CORE2020,C,Yes,46,,
425,Developments in Language Theory,DLT,CORE2020,B,No,4613,,
1997,Digital Audio Effects Conference,DAFX,CORE2020,B,No,4603,,
427,Digital Games Research Conference,DIGRA,CORE2020,C,No,4607,,
428,Digital Image Computing Techniques and Applications,DICTA,CORE2020,Australasian B,No,4603,,
2191,Discovery Science,DS,CORE2020,Unranked,Yes,4613,,
1324,DNA Computing and Molecular Programming,DNA,CORE2020,B,No,4601,,
439,Dynamic Languages Symposium,DLS,CORE2020,B,No,4612,,
446,Educational Data Mining,EDM,CORE2020,B,No,4601,,
2159,"EMAS (merger of DALT, AOSE and PROMAS)",EMAS,CORE2020,B,Yes,4602,,
448,Empirical Methods in Natural Language Processing,EMNLP,CORE2020,A,No,4602,,
2193,Engineering Interactive Computing Systems,EICS,CORE2020,Unranked,Yes,4608,4612,
456,Ershov Conference,PSI,CORE2020,National: Russia,No,08,,
457,ETHICOMP Conference,ETHICOMP,CORE2020,B,No,4608,,
2170,EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS,EATIS,CORE2020,C,Yes,4606,4608,
458,Euro Virtual Reality,Euro VR,CORE2020,C,No,4607,,
459,"EuroConference on Combinatorics, Graph Theory and Applications",EUroComb,CORE2020,C,No,4613,,
460,Eurographics Symposium on Parallel Graphics and Visualization,EGPGV,CORE2020,B,No,4607,,
462,Eurographics/IEEE Symposium on Visualization,EuroVis,CORE2020,B,No,4607,4608,
463,Euromicro Conference on Real-Time Systems,ECRTS,CORE2020,A,No,4606,,
464,Euromicro Conference on Software Engineering and Advanced Applications,SEAA,CORE2020,B,No,4612,4601,
465,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,CORE2020,C,No,4606,,
468,European Association of Computational Linguistics,EACL,CORE2020,A,No,4602,,
469,European Chapter on Combinatorial Optimization,ECCO,CORE2020,C,No,4613,,
472,European Conference on Ambient Intelligence,AmI,CORE2020,C,No,4606,4608,4602
473,European Conference on Artificial Intelligence,ECAI,CORE2020,A,No,4602,4603,4611
475,European Conference on Computational Biology,ECCB,CORE2020,B,No,4601,,
478,European Conference on Computer Supported Cooperative Work,ECSCW,CORE2020,B,No,4608,,
479,European Conference on Computer Vision,ECCV,CORE2020,A,No,4603,,
480,European Conference on Digital Government (was European Conference on e-Government ECEG),ECDG,CORE2020,C,Yes,4601,,
2195,European Conference on Evolutionary Computation in Combinatorial Optimisation,EvoCOP,CORE2020,Unranked,Yes,4602,,
481,European Conference on Genetic Programming,EUROGP,CORE2020,B,No,4602,,
483,European Conference on Information Retrieval,ECIR,CORE2020,A,Yes,4605,,
491,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,CORE2020,A,Yes,4611,,
488,European Conference on Object-Oriented Programming,ECOOP,CORE2020,A,Yes,4612,,
489,European Conference on Operations Research,EURO,CORE2020,C,No,4602,,
490,European Conference on Pattern Languages of Programs,EuroPLop,CORE2020,National: Germany,No,4612,,
2165,European Conference on Software Architecture,ECSA,CORE2020,A,Yes,4612,,
495,European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,ECSQARU,CORE2020,C,No,4602,,
2192,European Dependable Computing Conference,EDCC,CORE2020,Unranked,Yes,4604,4612,4606
505,European MPI Users' Group Conference,EuroMPI,CORE2020,C,No,4606,,
52,"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2020,A*,Yes,4612,,
510,European SPI,EuroSPI,CORE2020,B,Yes,4612,,
511,European Symposium on Algorithms,ESA,CORE2020,A,No,4613,,
512,European Symposium on Artificial Neural Networks,ESANN,CORE2020,B,No,4611,,
514,European Symposium on Programming,ESOP,CORE2020,A,No,4612,,
515,European Symposium On Research In Computer Security,ESORICS,CORE2020,A,No,4604,,
519,European Workshop on Computational Geometry,EuroCG,CORE2020,C,No,4613,,
521,European Workshop on Multi-Agent Systems,EUMAS,CORE2020,C,No,4602,,
524,European-Japanese Conference on Information Modelling and Knowledge Bases,EJC,CORE2020,C,No,4605,,
525,Eurosys Conference,EuroSys,CORE2020,A,No,4606,,
527,Exploring Modelling Methods in Systems Analysis and Design,EMMSAD,CORE2020,C,No,4612,,
2021,Extended Semantic Web Conference (was European Semantic Web Conference),ESWC,CORE2020,A,Yes,4605,,
528,Extending Database Technology,EDBT,CORE2020,A,No,4605,,
533,Financial Cryptography and Data Security Conference,FC,CORE2020,B,Yes,4604,,
537,Flexible Query-Answering Systems,FQAS,CORE2020,C,No,4605,,
2196,Formal Methods in Computer-Aided Design,FMCAD,CORE2020,Unranked,Yes,4612,,
544,Forum on Specification and Design Languages,FDL,CORE2020,C,No,4612,,
546,Foundations of Genetic Algorithms,FOGA,CORE2020,A*,No,4602,,
547,Foundations of Software Science and Computational Structures,FOSSACS,CORE2020,A,Yes,4612,818,
548,Foundations of Software Technology and Theoretical Computer Science,FST&TCS,CORE2020,B,Yes,4613,,
2027,Frontiers in Education,FIE,CORE2020,B,No,4608,,
554,Fundamental Approaches to Software Engineering,FASE,CORE2020,B,Yes,4612,,
556,Genetic and Evolutionary Computations,GECCO,CORE2020,A,No,4602,,
560,Geometry Modeling and Processing,GMP,CORE2020,B,No,4613,4607,
565,"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",DIMVA,CORE2020,C,Yes,4604,,
572,Graph Drawing,GD,CORE2020,A,No,4613,,
573,Graphics Interface,GI,CORE2020,B,No,4607,,
574,Haskell Workshop,HASKELL,CORE2020,C,No,4612,,
2198,HCist - International Conference on Health and Social Care Information Systems and Technologies,HCist,CORE2020,Unranked,Yes,4601,,
576,Health Informatics Conference,HIC,CORE2020,Australasian C,Yes,4601,,
579,Heterogeneity in Computing Workshop,HCW,CORE2020,B,No,4606,,
584,Human System Interaction,HSI,CORE2020,C,No,4608,,
2215,Human-Agent Interaction,HAI,CORE2020,Unranked,Yes,4608,,
2036,IADIS International Conference Applied Computing,IADIS AC ,CORE2020,C,No,4601,,
592,IberoAmerican Congress on Pattern Recognition,CIARP,CORE2020,C,Yes,4603,4611,
595,IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,CORE2020,C,No,4602,,
596,IEEE Bioinformatics and Bioengineering,BIBE,CORE2020,C,No,4601,,
599,IEEE Computer Security Foundations Symposium (was CSFW),CSF,CORE2020,A,Yes,4604,,
2184,IEEE Conference on Cognitive and Computational Aspects of Situation Management ,CogSIMA,CORE2020,National:USA,Yes,4606,,
602,IEEE Conference on Computational Complexity,CCC,CORE2020,A,Yes,4613,,
604,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,CORE2020,A*,Yes,4603,,
607,IEEE Conference on Local Computer Networks,LCN,CORE2020,A,No,4606,,
608,IEEE Conference on Mass Storage Systems and Technologies,MSST,CORE2020,National: USA,No,4606,,
611,"IEEE Conference on Systems, Man and Cybernetics",SMC,CORE2020,B,No,4608,,
758,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,CORE2020,A,Yes,4607,,
2061,IEEE Congress on Evolutionary Computation,CEC,CORE2020,B,Yes,4602,,
615,IEEE Congress on Services,SERVICES,CORE2020,B,No,4606,,
616,IEEE Consumer Communications and Networking Conference,IEEE CCNC,CORE2020,B,No,4606,,
2185,IEEE European Symposium on Security and Privacy,EuroS&P,CORE2020,NEW,Yes,4604,,
620,IEEE Global Internet Symposium,GI,CORE2020,C,No,4606,,
2030,IEEE Global Telecommunications Conference ,GLOBECOM,CORE2020,B,No,4606,,
2037,IEEE Industry Applications Society Annual Conference,IAS,CORE2020,National: USA,No,4601,,
623,IEEE Information Visualization Conference,IEEE InfoVis,CORE2020,A*,No,4608,,
92,IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,CORE2020,B,No,4603,,
629,IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2020,C,No,4603,,
630,IEEE International Conference on Autonomic Computing,ICAC,CORE2020,B,No,4606,,
631,IEEE International Conference on Cloud Computing,CLOUD,CORE2020,B,No,4606,,
931,IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,CORE2020,C,No,4606,,
632,IEEE International Conference on Cluster Computing,CLUSTER,CORE2020,A,No,4606,,
633,IEEE International Conference on Cognitive Informatics,ICCI,CORE2020,C,No,4602,4611,
637,IEEE International Conference on Computer and Information Technology,CIT,CORE2020,C,No,46,,
2074,IEEE International Conference on Computer Communications,INFOCOM,CORE2020,A*,No,4606,,
638,IEEE International Conference on Computer Vision,ICCV,CORE2020,A*,Yes,4603,,
641,IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2020,C,No,4602,,
642,IEEE International Conference on Data Mining,ICDM,CORE2020,A*,No,4605,,
2182,IEEE International Conference on Data Science and Engineering,ICDSE,CORE2020,National:India,Yes,4605,,
644,IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2020,B,No,4606,,
2047,IEEE International Conference on Document Analysis and Recognition,ICDAR,CORE2020,A,Yes,4605,,
648,IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2020,A,No,4606,4601,4612
1472,"IEEE international conference on ehealth networking applications and
 services (was International Workshop on Enterprise Networking and Computing in Health Care Industry; changed 2006)",HealthCom,CORE2020,C,Yes,4601,,
646,IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2020,A,No,4612,4606,
649,IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2020,A,No,4602,,
650,IEEE International Conference on Global Software Engineering,ICGSE,CORE2020,C,No,4612,,
652,IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2020,B,No,4606,,
653,IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2020,B,No,4606,4602,
654,IEEE International Conference on Image Processing,ICIP,CORE2020,B,No,4603,,
656,IEEE International Conference on Information and Automation,IEEE ICIA,CORE2020,National: China,No,08,,
657,IEEE International Conference on Information Reuse and Integration,IRI,CORE2020,National: USA,No,4605,4602,
658,IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2020,C,No,4604,,
660,IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2020,National: Romania,No,08,,
661,IEEE International Conference on Intelligent Systems,IEEE IS,CORE2020,C,No,4602,,
663,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2020,B,No,4606,,
664,IEEE International Conference on Multimedia and Expo,ICME,CORE2020,B,No,4603,,
669,IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2020,A*,No,4608,4606,
1181,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,CORE2020,C,No,4612,,
2051,IEEE International Conference on Robotics and Automation,ICRA,CORE2020,B,No,4602,,
610,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2020,B,No,4606,,
673,IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2020,C,No,4606,,
674,IEEE International Conference on Services Computing,SCC,CORE2020,A,No,4606,,
676,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2020,A,Yes,4612,,
1757,IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,CORE2020,B,No,4603,,
678,IEEE International Conference on Web Services,ICWS,CORE2020,A,No,4606,,
679,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2020,B,Yes,4606,,
682,IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2020,B,No,4606,,
683,IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2020,C,No,4601,,
685,IEEE International Joint Conference on Neural Networks,IJCNN,CORE2020,A,No,4611,,
687,IEEE International On-Line Testing Symposium,IOLTS,CORE2020,C,No,4612,,
688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,CORE2020,A,Yes,4606,,
689,IEEE International Performance Computing and Communications Conference,IPCCC,CORE2020,B,No,4606,,
690,IEEE International Requirements Engineering Conference,RE,CORE2020,A,No,4612,,
691,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,CORE2020,A,Yes,4606,,
692,IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,CORE2020,C,No,4611,,
693,IEEE International Symposium on Artificial Life,IEEE Alife,CORE2020,A,No,4602,,
695,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,CORE2020,A,No,4606,,
698,IEEE International Symposium on High Assurance Systems Engineering,HASE,CORE2020,B,No,4612,,
699,IEEE International Symposium on Information Theory,ISIT,CORE2020,B,Yes,4613,,
701,IEEE International Symposium on Multimedia,ISM,CORE2020,C,No,4603,,
702,IEEE International Symposium on Network Computing and Applications,NCA,CORE2020,A,No,4606,,
704,IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,CORE2020,B,Yes,4606,,
705,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,CORE2020,B,Yes,4612,,
706,IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,CORE2020,B,No,4606,,
749,IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,CORE2020,C,No,4612,,
703,IEEE International Symposium on Real-Time Distributed Computing,ISORC,CORE2020,C,No,4606,,
708,IEEE International Symposium on Wearable Computers,ISWC,CORE2020,A*,No,4608,,
711,IEEE International Working Conference on Mining Software Repositories,MSR,CORE2020,A,Yes,4612,4605,
